[2025-12-27 23:30:23.133] [INFO] [RobustDebugger] Log file initialized
[2025-12-27 23:30:23.182] [INFO] [RobustDebugger] Debugger initialized successfully
[2025-12-27 23:30:23.184] [INFO] [RobustDebugger] Log file: C:\Users\anoni\OneDrive\Escritorio\7\7Days2Die-ESP-Aimbot--Internal-\logs\esp_debug.log
[2025-12-27 23:30:23.185] [INFO] [RobustDebugger] Error log: C:\Users\anoni\OneDrive\Escritorio\7\7Days2Die-ESP-Aimbot--Internal-\logs\esp_errors.log
[2025-12-27 23:30:23.186] [INFO] [RobustDebugger] Performance log: C:\Users\anoni\OneDrive\Escritorio\7\7Days2Die-ESP-Aimbot--Internal-\logs\esp_performance.log
[2025-12-27 23:30:23.187] [INFO] [ESPManager] Starting basic ESP with debugger...
[2025-12-27 23:30:23.213] [INFO] [GameState] Game State: GameManager exists, GameStarted=True
[2025-12-27 23:30:23.644] [INFO] [Diagnostics] Diagnostic report created: C:\Users\anoni\OneDrive\Escritorio\7\7Days2Die-ESP-Aimbot--Internal-\logs\diagnostic_20251227_233023.txt
[2025-12-27 23:30:25.505] [DEBUG] [CameraLogger] Camera Found: Camera active=True, pos=(15.2, 3.8, -0.4), fov=58.0
[2025-12-27 23:30:25.507] [INFO] [ESPManager] Camera found and initialized
[2025-12-27 23:30:26.014] [DEBUG] [EntityCache] Cached 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:33.141] [ESP] [ESPRenderer] ESP: Enemy at (16.2, 2.0, -24.2) (23.9m) Screen=(835,589)
[2025-12-27 23:30:33.143] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.7) (19.4m) Screen=(904,605)
[2025-12-27 23:30:33.145] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.5) (17.2m) Screen=(908,616)
[2025-12-27 23:30:33.625] [DEBUG] [EntityCache] Cached 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:34.161] [DEBUG] [EntityCache] Cached 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:34.619] [DEBUG] [EntityCache] Cached 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:34.754] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:34.757] [ESP] [ESPRenderer] ESP: Enemy at (16.9, 2.2, -24.0) (23.7m) Screen=(1010,767)
[2025-12-27 23:30:34.759] [ESP] [ESPRenderer] ESP: Enemy at (16.2, 2.0, -24.1) (23.8m) Screen=(1044,776)
[2025-12-27 23:30:34.761] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.5) (19.2m) Screen=(1126,798)
[2025-12-27 23:30:34.762] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.3) (17.0m) Screen=(1133,811)
[2025-12-27 23:30:34.766] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:34.768] [ESP] [ESPRenderer] ESP: Enemy at (16.9, 2.2, -24.0) (23.7m) Screen=(1010,767)
[2025-12-27 23:30:34.768] [ESP] [ESPRenderer] ESP: Enemy at (16.2, 2.0, -24.1) (23.8m) Screen=(1044,776)
[2025-12-27 23:30:34.770] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.5) (19.2m) Screen=(1126,798)
[2025-12-27 23:30:34.771] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.3) (17.0m) Screen=(1133,811)
[2025-12-27 23:30:35.238] [DEBUG] [EntityCache] Cached 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:35.708] [DEBUG] [EntityCache] Cached 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:36.168] [DEBUG] [EntityCache] Cached 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:36.175] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:36.177] [ESP] [ESPRenderer] ESP: Enemy at (16.9, 2.2, -24.0) (23.7m) Screen=(1010,767)
[2025-12-27 23:30:36.178] [ESP] [ESPRenderer] ESP: Enemy at (16.2, 2.0, -24.1) (23.8m) Screen=(1044,776)
[2025-12-27 23:30:36.179] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.5) (19.2m) Screen=(1126,798)
[2025-12-27 23:30:36.181] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.3) (17.0m) Screen=(1133,811)
[2025-12-27 23:30:36.185] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:36.186] [ESP] [ESPRenderer] ESP: Enemy at (16.9, 2.2, -24.0) (23.7m) Screen=(1010,767)
[2025-12-27 23:30:36.188] [ESP] [ESPRenderer] ESP: Enemy at (16.2, 2.0, -24.1) (23.8m) Screen=(1044,776)
[2025-12-27 23:30:36.189] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.5) (19.2m) Screen=(1126,798)
[2025-12-27 23:30:36.190] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.3) (17.0m) Screen=(1133,811)
[2025-12-27 23:30:36.192] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:36.193] [ESP] [ESPRenderer] ESP: Enemy at (16.9, 2.2, -24.0) (23.7m) Screen=(1010,767)
[2025-12-27 23:30:36.195] [ESP] [ESPRenderer] ESP: Enemy at (16.2, 2.0, -24.1) (23.8m) Screen=(1044,776)
[2025-12-27 23:30:36.196] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.5) (19.2m) Screen=(1126,798)
[2025-12-27 23:30:36.196] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.3) (17.0m) Screen=(1133,811)
[2025-12-27 23:30:36.200] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:36.201] [ESP] [ESPRenderer] ESP: Enemy at (16.9, 2.2, -24.0) (23.7m) Screen=(1010,767)
[2025-12-27 23:30:36.202] [ESP] [ESPRenderer] ESP: Enemy at (16.2, 2.0, -24.1) (23.8m) Screen=(1044,776)
[2025-12-27 23:30:36.203] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.5) (19.2m) Screen=(1126,798)
[2025-12-27 23:30:36.204] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.3) (17.0m) Screen=(1133,811)
[2025-12-27 23:30:37.110] [DEBUG] [EntityCache] Cached 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:37.122] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:37.123] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:37.125] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:37.126] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:37.128] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:37.133] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:37.135] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:37.136] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:37.138] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:37.140] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:37.165] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:37.167] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:37.168] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:37.170] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:37.171] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:37.175] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:37.176] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:37.177] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:37.178] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:37.180] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:37.226] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:37.228] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:37.229] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:37.230] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:37.231] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:37.235] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:37.236] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:37.238] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:37.239] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:37.241] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:37.282] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:37.283] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:37.285] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:37.286] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:37.288] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:37.292] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:37.294] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:37.295] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:37.297] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:37.298] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:37.325] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:37.327] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:37.328] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:37.329] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:37.330] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:37.333] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:37.334] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:37.335] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:37.337] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:37.338] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:37.360] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:37.362] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:37.363] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:37.364] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:37.365] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:37.369] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:37.370] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:37.371] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:37.372] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:37.374] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:37.401] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:37.403] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:37.404] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:37.405] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:37.407] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:37.411] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:37.412] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:37.413] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:37.414] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:37.415] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:37.441] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:37.443] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:37.444] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:37.445] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:37.446] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:37.450] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:37.451] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:37.453] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:37.455] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:37.456] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:37.481] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:37.483] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:37.483] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:37.485] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:37.486] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:37.489] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:37.491] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:37.493] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:37.494] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:37.495] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:37.530] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:37.531] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:37.533] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:37.534] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:37.535] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:37.540] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:37.541] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:37.543] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:37.545] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:37.546] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:37.576] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:37.577] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:37.579] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:37.580] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:37.581] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:37.585] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:37.586] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:37.587] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:37.588] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:37.590] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:37.606] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:37.607] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:37.608] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:37.609] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:37.611] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:37.614] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:37.615] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:37.617] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:37.618] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:37.620] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:37.672] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:37.673] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:37.674] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:37.675] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:37.676] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:37.678] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:37.679] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:37.681] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:37.682] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:37.683] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:37.705] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:37.707] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:37.708] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:37.709] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:37.710] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:37.713] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:37.714] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:37.715] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:37.717] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:37.718] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:37.742] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:37.744] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:37.745] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:37.746] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:37.747] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:37.750] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:37.751] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:37.752] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:37.754] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:37.755] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:37.778] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:37.779] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:37.781] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:37.782] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:37.783] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:37.786] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
